season,position_filter,player_id,player_name,nfl_team,lineage_seq,owner_franchise_id,owner_team_name,stint_start_date,stint_end_date,acquire_source,close_source,week1_owner_franchise_id,week1_owner_team_name,prior_owner_franchise_id,prior_owner_team_name,week1_contract_info,prior_contract_info,generated_at_utc
2018,PN,12844,"Edwards, Lachlan",NYJ,1,0002,The Bash Bros,2018-03-01,2018-10-31,WEEK1_SNAPSHOT,ADDDROP:BBID,0002,The Bash Bros,,,,,2026-04-21 22:10:05
2019,PN,12844,"Edwards, Lachlan",NYJ,1,0009,C-Town Chivalry,2019-03-01,2019-09-25,WEEK1_SNAPSHOT,ADDDROP:BBID,0009,C-Town Chivalry,,,,,2026-04-21 22:10:10
2019,PN,12844,"Edwards, Lachlan",NYJ,2,0002,The Bash Bros,2019-10-13,2019-10-16,ADDDROP:FREE_AGENT,ADDDROP:BBID,0009,C-Town Chivalry,,,,,2026-04-21 22:10:10
2019,PN,12844,"Edwards, Lachlan",NYJ,3,0009,C-Town Chivalry,2019-10-31,2019-12-11,ADDDROP:BBID,ADDDROP:BBID,0009,C-Town Chivalry,,,,,2026-04-21 22:10:10
2025,PN,16351,"Evans, Ethan",LAR,1,0008,Real Deal Creel,2025-03-01,2025-09-26,WEEK1_SNAPSHOT,ADDDROP:BBID,0008,Real Deal Creel,,,CL 1|,,2026-04-21 22:10:39
2025,PN,16351,"Evans, Ethan",LAR,2,0008,Real Deal Creel,2025-10-16,2025-10-23,ADDDROP:BBID,ADDDROP:BBID,0008,Real Deal Creel,,,CL 1|,,2026-04-21 22:10:39
2021,PN,15032,"Fox, Jack",DET,1,0005,Run CMC,2021-03-01,2021-08-02,ROLLOVER_BASELINE,AUCTION:FreeAgent,0002,The Bash Bros,0005,Run CMC,CL 1|,,2026-04-21 22:10:22
2021,PN,15032,"Fox, Jack",DET,2,0002,The Bash Bros,2021-08-02,2021-09-19,AUCTION:FreeAgent,ADDDROP:FREE_AGENT,0002,The Bash Bros,0005,Run CMC,CL 1|,,2026-04-21 22:10:22
2021,PN,15032,"Fox, Jack",DET,3,0001,Ulterior Warrior,2021-09-30,2021-11-21,ADDDROP:BBID,ADDDROP:FREE_AGENT,0002,The Bash Bros,0005,Run CMC,CL 1|,,2026-04-21 22:10:22
2021,PN,15032,"Fox, Jack",DET,4,0005,Run CMC,2021-12-02,2021-12-17,ADDDROP:BBID,ADDDROP:BBID,0002,The Bash Bros,0005,Run CMC,CL 1|,,2026-04-21 22:10:22
2022,PN,14489,"Gillan, Jamie",NYG,1,0002,The Bash Bros,2022-03-01,2022-08-03,WEEK1_SNAPSHOT,AUCTION:FreeAgent,0002,The Bash Bros,,,CL 1,,2026-04-21 22:10:28
2022,PN,14489,"Gillan, Jamie",NYG,2,0005,Run CMC,2022-08-03,2022-12-08,AUCTION:FreeAgent,ADDDROP:BBID,0002,The Bash Bros,,,CL 1,,2026-04-21 22:10:28
2022,PN,14489,"Gillan, Jamie",NYG,3,0009,C-Town Chivalry,2022-12-08,2023-01-02,ADDDROP:BBID,SEASON_END,0002,The Bash Bros,,,CL 1,,2026-04-21 22:10:28
2023,PN,14489,"Gillan, Jamie",NYG,1,0009,C-Town Chivalry,2023-03-01,2023-08-02,ROLLOVER_BASELINE,AUCTION:FreeAgent,0002,CBP,0009,C-Town Chivalry,CL 1| TCV K| AAV K,CL 1,2026-04-21 22:10:33
2023,PN,14489,"Gillan, Jamie",NYG,2,0002,CBP,2023-08-02,2023-12-31,AUCTION:FreeAgent,SEASON_END,0002,CBP,0009,C-Town Chivalry,CL 1| TCV K| AAV K,CL 1,2026-04-21 22:10:33
2024,PN,14489,"Gillan, Jamie",NYG,1,0002,CBP,2024-03-01,2024-03-07,ROLLOVER_BASELINE,ADDDROP:FREE_AGENT,0001,Ulterior Warrior,0002,CBP,CL 1|,CL 1| TCV K| AAV K,2026-04-21 22:10:36
2024,PN,14489,"Gillan, Jamie",NYG,2,0001,Ulterior Warrior,2024-07-28,2024-10-11,AUCTION:FreeAgent,ADDDROP:BBID,0001,Ulterior Warrior,0002,CBP,CL 1|,CL 1| TCV K| AAV K,2026-04-21 22:10:36
2024,PN,14489,"Gillan, Jamie",NYG,3,0008,Real Deal Creel,2024-12-05,2024-12-30,ADDDROP:BBID,SEASON_END,0001,Ulterior Warrior,0002,CBP,CL 1|,CL 1| TCV K| AAV K,2026-04-21 22:10:36
2025,PN,14489,"Gillan, Jamie",NYG,1,0008,Real Deal Creel,2025-03-01,2025-08-05,ROLLOVER_BASELINE,AUCTION:FreeAgent,0012,Hawks,0008,Real Deal Creel,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,14489,"Gillan, Jamie",NYG,2,0012,Hawks,2025-08-05,2025-09-18,AUCTION:FreeAgent,ADDDROP:BBID,0012,Hawks,0008,Real Deal Creel,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,14489,"Gillan, Jamie",NYG,3,0008,Real Deal Creel,2025-09-26,2025-10-16,ADDDROP:BBID,ADDDROP:BBID,0012,Hawks,0008,Real Deal Creel,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,14489,"Gillan, Jamie",NYG,4,0002,CBP,2025-10-19,2025-12-29,ADDDROP:FREE_AGENT,SEASON_END,0012,Hawks,0008,Real Deal Creel,CL 1|,CL 1|,2026-04-21 22:10:39
2022,PN,15499,"Gillikin, Blake",NOS,1,0003,Gride,2022-03-01,2022-08-05,ROLLOVER_BASELINE,AUCTION:FreeAgent,,,0003,Gride,,CL 1|,2026-04-21 22:10:28
2022,PN,15499,"Gillikin, Blake",NOS,2,0008,#BLM,2022-08-05,2022-09-01,AUCTION:FreeAgent,ADDDROP:BBID,,,0003,Gride,,CL 1|,2026-04-21 22:10:28
